t,theta_deg,force_N,pen_travel_mm,pen_seat_mm,pen_interface_mm
2.57800,20.0382,-0.15000,0.000000,0.000000,0.000000
2.57850,19.8223,-0.15000,0.000000,0.000000,0.000000
2.57900,19.6063,-0.15000,0.000000,0.000000,0.000000
2.57950,19.3901,-0.15000,0.000000,0.000000,0.000000
2.58000,19.1737,-0.15000,0.000000,0.000000,0.000000
2.58050,18.9572,-0.15000,0.000000,0.000000,0.000000
2.58100,18.7406,-0.15000,0.000000,0.000000,0.000000
2.58150,18.5238,-0.15000,0.000000,0.000000,0.000000
2.58200,18.3068,-0.15000,0.000000,0.000000,0.000000
2.58250,18.0897,-0.15000,0.000000,0.000000,0.000000
2.58300,17.8725,-0.15000,0.000000,0.000000,0.000000
2.58350,17.6551,-0.15000,0.000000,0.000000,0.000000
2.58400,17.4375,-0.15000,0.000000,0.000000,0.000000
2.58450,17.2199,-0.15000,0.000000,0.000000,0.000000
2.58500,17.0020,-0.15000,0.000000,0.000000,0.000000
2.58550,16.7841,-0.15000,0.000000,0.000000,0.000000
2.58600,16.5660,-0.15000,0.000000,0.000000,0.000000
2.58650,16.3477,-0.15000,0.000000,0.000000,0.000000
2.58700,16.1294,-0.15000,0.000000,0.000000,0.000000
2.58750,15.9108,-0.15000,0.000000,0.000000,0.000000
2.58800,15.6922,-0.15000,0.000000,0.000000,0.000000
2.58850,15.4734,-0.15000,0.000000,0.000000,0.000000
2.58900,15.2545,-0.15000,0.000000,0.000000,0.000000
2.58950,15.0354,-0.15000,0.000000,0.000000,0.000000
2.59000,14.8163,-0.15000,0.000000,0.000000,0.000000
2.59050,14.5969,-0.15000,0.000000,0.000000,0.000000
2.59100,14.3775,-0.15000,0.000000,0.000000,0.000000
2.59150,14.1579,-0.15000,0.000000,0.000000,0.000000
2.59200,13.9382,-0.15000,0.000000,0.000000,0.000000
2.59250,13.7184,-0.15000,0.000000,0.000000,0.000000
2.59300,13.4984,-0.15000,0.000000,0.000000,0.000000
2.59350,13.2784,-0.15000,0.000000,0.000000,0.000000
2.59400,13.0581,-0.15000,0.000000,0.000000,0.000000
2.59450,12.8378,-0.15000,0.000000,0.000000,0.000000
2.59500,12.6174,-0.15000,0.000000,0.000000,0.000000
2.59550,12.3968,-0.15000,0.000000,0.000000,0.000000
2.59600,12.1761,-0.15000,0.000000,0.000000,0.000000
2.59650,11.9553,-0.15000,0.000000,0.000000,0.000000
2.59700,11.7344,-0.15000,0.000000,0.000000,0.000000
2.59750,11.5134,-0.15000,0.000000,0.000000,0.000000
2.59800,11.2922,-0.15000,0.000000,0.000000,0.000000
2.59850,11.0710,-0.15000,0.000000,0.000000,0.000000
2.59900,10.8496,-0.15000,0.000000,0.000000,0.000000
2.59950,10.6281,-0.15000,0.000000,0.000000,0.000000
